AccSpeciesName,LA_mean,LDMC_mean,SLA_mean,percent_c,percent_s,percent_r,C : S : R ,Strategy class,S (%),C (%),R (%),Red,Green,Blue,Colour values in SigmaPlot 
Plantago lanceolata,1146.809381,18.473607356115533,18.17302168,43.37660823,15.19620131,41.42719046,43 : 15 : 41 %,CR/CSR,15.19620131,43.37660823,41.42719046,111,39,106,"@rgb(111,39,106)"
Plantago major,5505.274792,17.967313243284362,21.55830431,61.90148035,6.733949774,31.36456988,62 : 7 : 31 %,C/CR,6.733949774,61.90148035,31.36456988,158,17,80,"@rgb(158,17,80)"
Plantago media,1891.23432,18.903009858322296,18.24543516,49.03985639,15.60792962,35.35221399,49 : 16 : 35 %,CR/CSR,15.60792962,49.03985639,35.35221399,125,40,90,"@rgb(125,40,90)"
Plantago patagonica,119.9,25.011699999999998,13.28120202,10.30765418,65.94845166,23.74389416,10 : 66 : 24 %,S/SR,65.94845166,10.30765418,23.74389416,26,168,61,"@rgb(26,168,61)"
Plantago rugelii,16091,25.48268208,15.72864076,66.60011531,21.8018624,11.59802229,67 : 22 : 12 %,C/CS,21.8018624,66.60011531,11.59802229,170,56,30,"@rgb(170,56,30)"
Poa alpina,207.298779,32.90748384050029,13.54920618,10.72371659,72.61315577,16.66312764,11 : 73 : 17 %,S/SR,72.61315577,10.72371659,16.66312764,27,185,42,"@rgb(27,185,42)"
Poa annua,127.4252381,21.665449183632585,38.6548302,6.88332878,27.18217395,65.93449727,7 : 27 : 66 %,R/SR,27.18217395,6.88332878,65.93449727,18,69,168,"@rgb(18,69,168)"
Poa bulbosa,100.6205645,29.455808333333334,30.05380543,4.676476032,49.43118373,45.89234024,5 : 49 : 46 %,SR,49.43118373,4.676476032,45.89234024,12,126,117,"@rgb(12,126,117)"
Poa colensoi,76.21478964,38.91983815670825,10.56130989,4.299162036,91.62788511,4.072952855,4 : 92 : 4 %,S,91.62788511,4.299162036,4.072952855,11,234,10,"@rgb(11,234,10)"
Poa compressa,179.7825366,31.538475070238686,20.98188506,8.255041685,58.54066562,33.2042927,8 : 59 : 33 %,S/SR,58.54066562,8.255041685,33.2042927,21,149,85,"@rgb(21,149,85)"
Poa pratensis,529.9203617,33.51476979155072,19.59327731,15.76651073,57.23439767,26.9990916,16 : 57 : 27 %,S/CSR,57.23439767,15.76651073,26.9990916,40,146,69,"@rgb(40,146,69)"
Poa supina,181.4983369,19.584456723533187,37.4497857,10.21966851,18.71465215,71.06567934,10 : 19 : 71 %,R/SR,18.71465215,10.21966851,71.06567934,26,48,181,"@rgb(26,48,181)"
Poa trivialis,1864.896464,28.992333558136973,30.90745716,27.1300242,36.83558304,36.03439276,27 : 37 : 36 %,CSR,36.83558304,27.1300242,36.03439276,69,94,92,"@rgb(69,94,92)"
Polygala vulgaris,60.50251984,25.52296207139002,19.31114217,3.82314666,54.78675556,41.39009778,4 : 55 : 41 %,SR,54.78675556,3.82314666,41.39009778,10,140,106,"@rgb(10,140,106)"
Polygonum aviculare,105.4428136,23.116740996065563,33.83428931,5.818459343,34.00923771,60.17230295,6 : 34 : 60 %,R/SR,34.00923771,5.818459343,60.17230295,15,87,153,"@rgb(15,87,153)"
Potentilla argentea,314.053,31.20811123064904,16.89246932,13.28790332,61.29010715,25.42198953,13 : 61 : 25 %,S/CSR,61.29010715,13.28790332,25.42198953,34,156,65,"@rgb(34,156,65)"
Potentilla aurea,408.0678071,30.225551778624144,19.80772042,14.86960242,54.48307553,30.64732205,15 : 54 : 31 %,S/CSR,54.48307553,14.86960242,30.64732205,38,139,78,"@rgb(38,139,78)"
Potentilla erecta,247.6193657,36.60208130487083,19.45882799,9.331560653,64.12481668,26.54362267,9 : 64 : 27 %,S/SR,64.12481668,9.331560653,26.54362267,24,164,68,"@rgb(24,164,68)"
Potentilla grandiflora,1001.759167,32.06597154592623,14.27024334,25.4235251,58.44210155,16.13437335,25 : 58 : 16 %,S/CSR,58.44210155,25.4235251,16.13437335,65,149,41,"@rgb(65,149,41)"
Potentilla neumanniana,415.482,38.27875484801379,15.36540052,13.53095943,68.72745877,17.7415818,14 : 69 : 18 %,S/SR,68.72745877,13.53095943,17.7415818,35,175,45,"@rgb(35,175,45)"
Potentilla recta,1036.336538,31.76449437126304,16.21222115,24.69499717,54.83069757,20.47430526,25 : 55 : 20 %,S/CSR,54.83069757,24.69499717,20.47430526,63,140,52,"@rgb(63,140,52)"
Potentilla reptans,2155.118075,25.78361040826847,23.89326286,33.97263881,33.59614928,32.43121191,34 : 34 : 32 %,CSR,33.59614928,33.97263881,32.43121191,87,86,83,"@rgb(87,86,83)"
Potentilla simplex,1062.108286,27.781238100603478,25.20117749,23.51766651,40.8040676,35.67826589,24 : 41 : 36 %,SR/CSR,40.8040676,23.51766651,35.67826589,60,104,91,"@rgb(60,104,91)"
Primula elatior,2831.5,15.434875,29.49238742,49.75185339,0,50.24814661,50 : 0 : 50 %,CR,0,49.75185339,50.24814661,127,0,128,"@rgb(127,0,128)"
Primula veris,3201.44,21.555238505664512,20.46495659,47.41852891,22.44498447,30.13648662,47 : 22 : 30 %,C/CSR,22.44498447,47.41852891,30.13648662,121,57,77,"@rgb(121,57,77)"
Prosopis glandulosa,2117.158181,43.637915219134854,13.73622572,27.82392684,61.84445614,10.33161702,28 : 62 : 10 %,S/CS,61.84445614,27.82392684,10.33161702,71,158,26,"@rgb(71,158,26)"
Prunella grandiflora,850.2065653,19.991555323899224,17.67629892,35.55554198,25.6675093,38.77694872,36 : 26 : 39 %,CSR,25.6675093,35.55554198,38.77694872,91,65,99,"@rgb(91,65,99)"
Prunella vulgaris,369.7864721,20.756862864580594,24.21071882,18.91573668,27.79289897,53.29136435,19 : 28 : 53 %,R/CSR,27.79289897,18.91573668,53.29136435,48,71,136,"@rgb(48,71,136)"
Prunus domestica,1198.9362,36.05894742261912,11.04082075,27.54340762,67.31885061,5.137741762,28 : 67 : 5 %,S/CS,67.31885061,27.54340762,5.137741762,70,172,13,"@rgb(70,172,13)"
Prunus virginiana,1850.5625,39.45,21.52048877,24.66777101,52.63696664,22.69526234,25 : 53 : 23 %,S/CSR,52.63696664,24.66777101,22.69526234,63,134,58,"@rgb(63,134,58)"
Pseudognaphalium obtusifolium,576,16.377801777244798,35.53459758,25.09396915,0,74.90603085,25 : 0 : 75 %,R/CR,0,25.09396915,74.90603085,64,0,191,"@rgb(64,0,191)"
Pteridium aquilinum,26571.45451,28.208577117137473,19.0761558,66.66223991,20.80379056,12.53396953,67 : 21 : 13 %,C/CS,20.80379056,66.66223991,12.53396953,170,53,32,"@rgb(170,53,32)"
Quercus alba,5121.833889,29.933719637512198,15.82142137,46.59020333,38.3782946,15.03150207,47 : 38 : 15 %,CS/CSR,38.3782946,46.59020333,15.03150207,119,98,38,"@rgb(119,98,38)"
Quercus petraea,2926.222381,43.93089942998809,18.62360482,28.94974404,54.15677393,16.89348203,29 : 54 : 17 %,S/CSR,54.15677393,28.94974404,16.89348203,74,138,43,"@rgb(74,138,43)"
Quercus rubra,7830.539225,31.317864900617753,15.6035835,51.08784282,36.14416781,12.76798937,51 : 36 : 13 %,CS/CSR,36.14416781,51.08784282,12.76798937,130,92,33,"@rgb(130,92,33)"
Quercus stellata,8162.5,31.616611661333334,20.07947405,48.14758879,33.82619847,18.02621274,48 : 34 : 18 %,CS/CSR,33.82619847,48.14758879,18.02621274,123,86,46,"@rgb(123,86,46)"
Ranunculus acris,3409.33056,23.76941967325071,19.92973169,45.06929605,28.23672536,26.69397859,45 : 28 : 27 %,C/CSR,28.23672536,45.06929605,26.69397859,115,72,68,"@rgb(115,72,68)"
Ranunculus arvensis,427.8237353,17.354638677691884,22.75756077,27.33920857,7.472775746,65.18801568,27 : 7 : 65 %,R/CR,7.472775746,27.33920857,65.18801568,70,19,166,"@rgb(70,19,166)"
Ranunculus bulbosus,1463.739903,18.417773801365094,21.24248059,42.91582964,12.6859166,44.39825376,43 : 13 : 44 %,CR/CSR,12.6859166,42.91582964,44.39825376,109,32,113,"@rgb(109,32,113)"
Ranunculus flammula,72.69777778,17.792208317392006,19.90362064,8.487553704,15.85378067,75.65866563,8 : 16 : 76 %,R/SR,15.85378067,8.487553704,75.65866563,22,40,193,"@rgb(22,40,193)"
Ranunculus montanus,1199.39826,22.438861470257674,14.74105693,38.9372095,36.95223835,24.11055215,39 : 37 : 24 %,CS/CSR,36.95223835,38.9372095,24.11055215,99,94,61,"@rgb(99,94,61)"
Rhamnus cathartica,2196.901481,28.029254060181007,30.37521612,29.7924151,34.65451178,35.55307312,30 : 35 : 36 %,CSR,34.65451178,29.7924151,35.55307312,76,88,91,"@rgb(76,88,91)"
Rhinanthus alectorolophus,511.74,25.222740365464375,19.54018785,20.19200355,44.58582583,35.22217063,20 : 45 : 35 %,SR/CSR,44.58582583,20.19200355,35.22217063,51,114,90,"@rgb(51,114,90)"
Rhinanthus minor,186.1329756,28.754425709915044,20.26168233,9.400235681,55.47425164,35.12551268,9 : 55 : 35 %,SR,55.47425164,9.400235681,35.12551268,24,141,90,"@rgb(24,141,90)"
Rhus copallinum,3851.533333,37,15.10002011,37.69324997,49.48068928,12.82606075,38 : 49 : 13 %,CS/CSR,49.48068928,37.69324997,12.82606075,96,126,33,"@rgb(96,126,33)"
Rosa canina,1553.973012,41.90382674,15.40542875,24.27404994,61.41232436,14.3136257,24 : 61 : 14 %,S/CSR,61.41232436,24.27404994,14.3136257,62,157,36,"@rgb(62,157,36)"
Rosa multiflora,3330.125283,29.55989652587987,27.79871176,34.56325963,35.18646072,30.25027965,35 : 35 : 30 %,CSR,35.18646072,34.56325963,30.25027965,88,90,77,"@rgb(88,90,77)"
Rubia peregrina,434.5775967,22.774584730680612,14.94361035,24.65651673,45.86916016,29.47432311,25 : 46 : 29 %,S/CSR,45.86916016,24.65651673,29.47432311,63,117,75,"@rgb(63,117,75)"
Rubus allegheniensis,3546.145499,34.41271891656012,22.79837351,34.09052982,42.47284878,23.4366214,34 : 42 : 23 %,CS/CSR,42.47284878,34.09052982,23.4366214,87,108,60,"@rgb(87,108,60)"
Rubus caesius,5164.862271,33.98004068492491,21.47488904,39.67840566,39.61713976,20.70445457,40 : 40 : 21 %,CS/CSR,39.61713976,39.67840566,20.70445457,101,101,53,"@rgb(101,101,53)"
Rubus flagellaris,1840.049474,24.572840321052634,27.40322127,31.60220627,30.45176047,37.94603326,32 : 30 : 38 %,CSR,30.45176047,31.60220627,37.94603326,81,78,97,"@rgb(81,78,97)"
Rubus fruticosus,4922.526838,35.24158017906615,17.85822075,40.17237936,43.30019816,16.52742248,40 : 43 : 17 %,CS/CSR,43.30019816,40.17237936,16.52742248,102,110,42,"@rgb(102,110,42)"
Rubus idaeus,6587.300318,35.9158322,23.11983084,40.87530299,38.66841786,20.45627915,41 : 39 : 20 %,CS/CSR,38.66841786,40.87530299,20.45627915,104,99,52,"@rgb(104,99,52)"
Rubus occidentalis,2902.864516,32.89769871123902,31.30896296,29.83084098,38.87264645,31.29651257,30 : 39 : 31 %,CSR,38.87264645,29.83084098,31.29651257,76,99,80,"@rgb(76,99,80)"
Rumex acetosa,1406.018921,14.734139805441524,26.64001684,42.32999397,0,57.67000603,42 : 0 : 58 %,CR,0,42.32999397,57.67000603,108,0,147,"@rgb(108,0,147)"
Rumex acetosella,237.9146281,13.499623088995675,21.99300954,22.50910075,0,77.49089925,23 : 0 : 77 %,R/CR,0,22.50910075,77.49089925,57,0,198,"@rgb(57,0,198)"
Rumex obtusifolius,27835.5,14.342531254444443,31.085732,76.04482527,0,23.95517473,76 : 0 : 24 %,C/CR,0,76.04482527,23.95517473,194,0,61,"@rgb(194,0,61)"
Salix caprea,2082.287143,33.913864054875944,16.01323209,31.44766443,51.5215432,17.03079237,31 : 52 : 17 %,S/CSR,51.5215432,31.44766443,17.03079237,80,131,43,"@rgb(80,131,43)"
Salix repens,125.5001987,40.18255873015873,14.5464358,5.814044313,77.57056913,16.61538655,6 : 78 : 17 %,S/SR,77.57056913,5.814044313,16.61538655,15,198,42,"@rgb(15,198,42)"
Sambucus nigra,8723.918503,24.874130346609373,21.45434175,54.94044488,23.39970688,21.65984825,55 : 23 : 22 %,C/CSR,23.39970688,54.94044488,21.65984825,140,60,55,"@rgb(140,60,55)"
Sanguisorba minor,924.9656231,35.151155792824994,18.10726373,20.6978977,56.98109224,22.32101007,21 : 57 : 22 %,S/CSR,56.98109224,20.6978977,22.32101007,53,145,57,"@rgb(53,145,57)"
Scabiosa columbaria,1058.297023,21.573813292100812,19.48538521,33.31280791,29.6308116,37.05638049,33 : 30 : 37 %,CSR,29.6308116,33.31280791,37.05638049,85,76,94,"@rgb(85,76,94)"
Scorzonera laciniata,404.75,19.800857142857144,18.52298215,25.17449304,27.55061022,47.27489673,25 : 28 : 47 %,R/CSR,27.55061022,25.17449304,47.27489673,64,70,121,"@rgb(64,70,121)"
Scorzoneroides autumnalis,828.7037172,17.202127607341826,23.9043548,35.60747884,5.185166483,59.20735467,36 : 5 : 59 %,CR,5.185166483,35.60747884,59.20735467,91,13,151,"@rgb(91,13,151)"
Securigera varia,942.3149316,24.474294597843897,23.2765041,25.63822187,36.0549794,38.30679873,26 : 36 : 38 %,CSR,36.0549794,25.63822187,38.30679873,65,92,98,"@rgb(65,92,98)"
Senecio vulgaris,383.4104687,11.241556808171177,28.23512081,23.76658399,0,76.23341601,24 : 0 : 76 %,R/CR,0,23.76658399,76.23341601,61,0,194,"@rgb(61,0,194)"
Setaria viridis,517.6394978,27.55501871311033,28.705396,15.80147121,41.92206233,42.27646646,16 : 42 : 42 %,SR/CSR,41.92206233,15.80147121,42.27646646,40,107,108,"@rgb(40,107,108)"
Sideroxylon lanuginosum,913.1666667,25.523427166583335,20.34214847,25.80092849,40.940239,33.25883251,26 : 41 : 33 %,CSR,40.940239,25.80092849,33.25883251,66,104,85,"@rgb(66,104,85)"
Silene colorata,111.5568747,22.353,20.76670739,8.350829339,41.59470353,50.05446713,8 : 42 : 50 %,SR,41.59470353,8.350829339,50.05446713,21,106,128,"@rgb(21,106,128)"
Silene latifolia,587.714479,17.272380762397038,22.65722418,31.91286491,6.375140168,61.71199492,32 : 6 : 62 %,R/CR,6.375140168,31.91286491,61.71199492,81,16,157,"@rgb(81,16,157)"
Silene vulgaris,706.6059309,16.48395407206543,22.63595488,36.73199307,0,63.26800693,37 : 0 : 63 %,R/CR,0,36.73199307,63.26800693,94,0,161,"@rgb(94,0,161)"
Smilax bona-nox,6075,34,19.35,42.88361112,39.2847055,17.83168338,43 : 39 : 18 %,CS/CSR,39.2847055,42.88361112,17.83168338,109,100,45,"@rgb(109,100,45)"
Solidago gigantea,891.0525547,30.560353612525404,18.55494463,22.57557222,51.55354494,25.87088284,23 : 52 : 26 %,S/CSR,51.55354494,22.57557222,25.87088284,58,131,66,"@rgb(58,131,66)"
Solidago nemoralis,507.8971609,31.875596202020397,12.81440783,19.40646468,67.15476914,13.43876618,19 : 67 : 13 %,S/CS,67.15476914,19.40646468,13.43876618,49,171,34,"@rgb(49,171,34)"
Solidago rugosa,1154.016623,30.196561390951903,19.76762285,25.00480299,48.01776003,26.97743698,25 : 48 : 27 %,S/CSR,48.01776003,25.00480299,26.97743698,64,122,69,"@rgb(64,122,69)"
Solidago virgaurea,1895.980906,20.534630752899155,28.71979067,36.35852564,18.79698987,44.84448449,36 : 19 : 45 %,CR/CSR,18.79698987,36.35852564,44.84448449,93,48,114,"@rgb(93,48,114)"
Sonchus arvensis,3600.166667,10.880844227229694,30.2900482,52.45638836,0,47.54361164,52 : 0 : 48 %,CR,0,52.45638836,47.54361164,134,0,121,"@rgb(134,0,121)"
Sonchus oleraceus,6535.596978,13.320065517367272,35.43342504,57.2526738,0,42.7473262,57 : 0 : 43 %,CR,0,57.2526738,42.7473262,146,0,109,"@rgb(146,0,109)"
Sorghum halepense,6686.300457,28.840257038727536,21.33674946,47.17155963,31.56183488,21.26660549,47 : 32 : 21 %,C/CSR,31.56183488,47.17155963,21.26660549,120,80,54,"@rgb(120,80,54)"
Spergularia rubra,5.617,11.766666666666667,17.20059835,0,0,100,0 : 0 : 100 %,R,0,0,100,0,0,255,"@rgb(0,0,255)"
Sphaeralcea coccinea,264.225,32.19941987368926,11.06500814,14.34164345,78.49865846,7.159698094,14 : 78 : 7 %,S/CS,78.49865846,14.34164345,7.159698094,37,200,18,"@rgb(37,200,18)"
Stachys officinalis,1942.87013,20.683083594912908,23.42323054,39.73443328,20.93899646,39.32657026,40 : 21 : 39 %,CR/CSR,20.93899646,39.73443328,39.32657026,101,53,100,"@rgb(101,53,100)"
Stellaria graminea,158.553,19.727083322036364,22.1973168,12.64338437,26.95104069,60.40557494,13 : 27 : 60 %,R/CSR,26.95104069,12.64338437,60.40557494,32,69,154,"@rgb(32,69,154)"
Stellaria media,226.6374644,13.063556965164395,61.66950486,11.13920537,0,88.86079463,11 : 0 : 89 %,R,0,11.13920537,88.86079463,28,0,227,"@rgb(28,0,227)"
Stenaria nigricans,18.46464,30.75023031763132,17.24889851,0,69.40478987,30.59521013,0 : 69 : 31 %,S/SR,69.40478987,0,30.59521013,0,177,78,"@rgb(0,177,78)"
Stipa capensis,40.72475,35.81446996605961,10.62909076,1.814085264,93.2080763,4.977838434,2 : 93 : 5 %,S,93.2080763,1.814085264,4.977838434,5,238,13,"@rgb(5,238,13)"
Stipa comata,117.2414286,43.656125,8.521898096,6.019308935,93.98069106,0,6 : 94 : 0 %,S,93.98069106,6.019308935,0,15,240,0,"@rgb(15,240,0)"
Symphyotrichum ericoides,72.70389163,24.539801537417418,14.84401102,6.043400981,62.11152991,31.84506911,6 : 62 : 32 %,S/SR,62.11152991,6.043400981,31.84506911,15,158,81,"@rgb(15,158,81)"
Symphyotrichum laeve,1228.649,27.03368597075141,14.64910576,32.15282521,48.5113638,19.33581099,32 : 49 : 19 %,S/CSR,48.5113638,32.15282521,19.33581099,82,124,49,"@rgb(82,124,49)"
Symphyotrichum novae-angliae,321.4239866,23.37243457609594,20.89581237,16.4784415,40.61441266,42.90714584,16 : 41 : 43 %,SR/CSR,40.61441266,16.4784415,42.90714584,42,104,109,"@rgb(42,104,109)"
Taeniatherum caput-medusae,316.46375,39.35340876451217,23.25149287,9.693928371,61.25760242,29.04846921,10 : 61 : 29 %,S/SR,61.25760242,9.693928371,29.04846921,25,156,74,"@rgb(25,156,74)"
Tanacetum vulgare,4142.835667,29.22798369371859,20.93436489,40.73141085,36.09433865,23.1742505,41 : 36 : 23 %,CS/CSR,36.09433865,40.73141085,23.1742505,104,92,59,"@rgb(104,92,59)"
Thymus serpyllum,8.802540909,34.13837583710393,17.60776061,0,71.95998727,28.04001273,0 : 72 : 28 %,S/SR,71.95998727,0,28.04001273,0,183,72,"@rgb(0,183,72)"
Tilia cordata,4004.360795,34.417730606232794,22.08194677,35.89422156,41.86681745,22.23896099,36 : 42 : 22 %,CS/CSR,41.86681745,35.89422156,22.23896099,92,107,57,"@rgb(92,107,57)"
Tilia platyphyllos,8118.544333,23.01252467106283,29.73301408,51.69716798,18.50563247,29.79719955,52 : 19 : 30 %,C/CSR,18.50563247,51.69716798,29.79719955,132,47,76,"@rgb(132,47,76)"
Torilis arvensis,211.0463636,29.937588235294115,20.97175542,9.711646685,55.8276309,34.46072241,10 : 56 : 34 %,SR,55.8276309,9.711646685,34.46072241,25,142,88,"@rgb(25,142,88)"
Toxicodendron radicans,14236.20761,30.46743373548916,35.56536308,50.22673974,24.82069392,24.95256634,50 : 25 : 25 %,C/CSR,24.82069392,50.22673974,24.95256634,128,63,64,"@rgb(128,63,64)"
Tragopogon dubius,783.9787542,21.921933333333335,18.9520639,29.34758349,33.13105762,37.52135889,29 : 33 : 38 %,CSR,33.13105762,29.34758349,37.52135889,75,84,96,"@rgb(75,84,96)"
Tragopogon orientalis,883.55,18.680176470588236,23.914375,32.77303846,14.77312207,52.45383947,33 : 15 : 52 %,R/CSR,14.77312207,32.77303846,52.45383947,84,38,134,"@rgb(84,38,134)"
Tragopogon pratensis,776.1333333,19.02986498809365,19.11394756,34.8969614,19.64342096,45.45961765,35 : 20 : 45 %,CR/CSR,19.64342096,34.8969614,45.45961765,89,50,116,"@rgb(89,50,116)"
Tridens flavus,989.33504,46.669017540009456,16.2545642,17.98000573,66.61900258,15.40099169,18 : 67 : 15 %,S/CS,66.61900258,17.98000573,15.40099169,46,170,39,"@rgb(46,170,39)"
Trifolium arvense,73.59239864,41.74806400897193,19.03511745,2.996199026,72.31496355,24.68883742,3 : 72 : 25 %,S/SR,72.31496355,2.996199026,24.68883742,8,184,63,"@rgb(8,184,63)"
Trifolium badium,303.0285655,21.680125114374476,21.84635427,17.01141487,34.17364387,48.81494126,17 : 34 : 49 %,SR/CSR,34.17364387,17.01141487,48.81494126,43,87,124,"@rgb(43,87,124)"
Trifolium campestre,1074.73047,22.254237451975033,31.49127697,26.04853262,25.64962062,48.30184676,26 : 26 : 48 %,R/CSR,25.64962062,26.04853262,48.30184676,66,65,123,"@rgb(66,65,123)"
Trifolium dubium,126.9763187,23.21711480909091,31.88893101,7.008716269,34.89480597,58.09647777,7 : 35 : 58 %,SR,34.89480597,7.008716269,58.09647777,18,89,148,"@rgb(18,89,148)"
Trifolium hybridum,4090.581111,22.698176623081494,23.56953085,46.38613433,22.96632387,30.64754181,46 : 23 : 31 %,C/CSR,22.96632387,46.38613433,30.64754181,118,59,78,"@rgb(118,59,78)"
Trifolium pratense,949.768069,27.18582978911634,22.62859749,23.72131211,42.13349048,34.14519741,24 : 42 : 34 %,SR/CSR,42.13349048,23.72131211,34.14519741,60,107,87,"@rgb(60,107,87)"
Triodanis perfoliata,114.12,17.919075133627175,36.8,7.998144247,10.21622227,81.78563348,8 : 10 : 82 %,R,10.21622227,7.998144247,81.78563348,20,26,209,"@rgb(20,26,209)"
Trisetum flavescens,536.057018,36.63285702251618,25.2769929,13.54413651,55.13804031,31.31782318,14 : 55 : 31 %,S/CSR,55.13804031,13.54413651,31.31782318,35,141,80,"@rgb(35,141,80)"
Turritis glabra,1358.678716,17.257130088349083,24.77145024,41.52029373,4.903670646,53.57603562,42 : 5 : 54 %,CR,4.903670646,41.52029373,53.57603562,106,13,137,"@rgb(106,13,137)"
Urtica dioica,2497.895649,26.32894558685307,26.50721452,34.08947424,32.51574902,33.39477674,34 : 33 : 33 %,CSR,32.51574902,34.08947424,33.39477674,87,83,85,"@rgb(87,83,85)"
Vaccinium angustifolium,223.1623729,33.13610790431053,23.36769394,8.813857757,57.01842055,34.1677217,9 : 57 : 34 %,SR,57.01842055,8.813857757,34.1677217,22,145,87,"@rgb(22,145,87)"
Valerianella locusta,225.0136174,11.051468136616693,44.49730136,13.10322777,0,86.89677223,13 : 0 : 87 %,R,0,13.10322777,86.89677223,33,0,222,"@rgb(33,0,222)"
Verbascum thapsus,6804.829455,23.038868404028808,15.13623612,60.73769117,23.95978734,15.30252149,61 : 24 : 15 %,C/CSR,23.95978734,60.73769117,15.30252149,155,61,39,"@rgb(155,61,39)"
Verbena hastata,1743.019667,24.377356352630276,24.51066939,32.46982942,31.61132956,35.91884102,32 : 32 : 36 %,CSR,31.61132956,32.46982942,35.91884102,83,81,92,"@rgb(83,81,92)"
Verbesina occidentalis,4115.841379,26.726039751032232,18.99028768,44.49284479,33.31440294,22.19275228,44 : 33 : 22 %,CS/CSR,33.31440294,44.49284479,22.19275228,113,85,57,"@rgb(113,85,57)"
Veronica arvensis,69.90830149,12.96519368833389,60.70731029,4.06638475,0,95.93361525,4 : 0 : 96 %,R,0,4.06638475,95.93361525,10,0,245,"@rgb(10,0,245)"
Veronica chamaedrys,286.4866667,24.034132660622223,24.33591133,13.76032156,39.73435591,46.50532252,14 : 40 : 47 %,SR/CSR,39.73435591,13.76032156,46.50532252,35,101,119,"@rgb(35,101,119)"
Veronica filiformis,37.0329534,17.53681984536791,36.66823368,1.707714891,8.167618422,90.12466669,2 : 8 : 90 %,R,8.167618422,1.707714891,90.12466669,4,21,230,"@rgb(4,21,230)"
Veronica hederifolia,113.5428503,12.866995755947706,29.03903446,10.5594988,0,89.4405012,11 : 0 : 89 %,R,0,10.5594988,89.4405012,27,0,228,"@rgb(27,0,228)"
Veronica persica,90.90065285,15.740541602431207,32.94346258,7.838483113,0,92.16151689,8 : 0 : 92 %,R,0,7.838483113,92.16151689,20,0,235,"@rgb(20,0,235)"
Veronica polita,31.53,15.100714285714286,27.69628609,1.353382596,0,98.6466174,1 : 0 : 99 %,R,0,1.353382596,98.6466174,3,0,252,"@rgb(3,0,252)"
Veronica serpyllifolia,82.43333333,17.5,11.55404842,24.49394393,30.32860003,45.17745603,24 : 30 : 45 %,R/CSR,30.32860003,24.49394393,45.17745603,62,77,115,"@rgb(62,77,115)"
Viburnum opulus,2852.730577,33.292085577992644,20.62966367,33.0759891,44.28693258,22.63707833,33 : 44 : 23 %,CS/CSR,44.28693258,33.0759891,22.63707833,84,113,58,"@rgb(84,113,58)"
Vicia cracca,535.3534215,27.379967091183705,26.91557173,16.58729503,42.53063961,40.88206536,17 : 43 : 41 %,SR/CSR,42.53063961,16.58729503,40.88206536,42,108,104,"@rgb(42,108,104)"
Vicia hirsuta,435.5142857,24.033333333333335,20.17538733,19.24664406,41.77714266,38.97621327,19 : 42 : 39 %,SR/CSR,41.77714266,19.24664406,38.97621327,49,107,99,"@rgb(49,107,99)"
Vicia lathyroides,168,23.725583333333333,33.99021472,8.299889624,34.63534143,57.06476895,8 : 35 : 57 %,SR,34.63534143,8.299889624,57.06476895,21,88,146,"@rgb(21,88,146)"
Vicia sativa,223.2393939,20.560256612479147,21.33485227,15.40828198,31.02710693,53.5646111,15 : 31 : 54 %,R/CSR,31.02710693,15.40828198,53.5646111,39,79,137,"@rgb(39,79,137)"
Vicia sepium,2033.557037,26.778978800036953,36.35334321,28.1790473,31.25415243,40.56680027,28 : 31 : 41 %,CSR,31.25415243,28.1790473,40.56680027,72,80,103,"@rgb(72,80,103)"
Vicia villosa,337.4381136,23.515488508349055,30.29908168,13.98231511,33.91524912,52.10243577,14 : 34 : 52 %,SR/CSR,33.91524912,13.98231511,52.10243577,36,86,133,"@rgb(36,86,133)"
Vincetoxicum nigrum,1732.545455,27.37272727272727,24.04352102,29.78988791,37.82459285,32.38551924,30 : 38 : 32 %,CSR,37.82459285,29.78988791,32.38551924,76,96,83,"@rgb(76,96,83)"
Viola arvensis,188.6269663,16.392403972418794,41.59481574,12.10499024,0,87.89500976,12 : 0 : 88 %,R,0,12.10499024,87.89500976,31,0,224,"@rgb(31,0,224)"
Viola hirta,1315.105433,21.814162977188555,19.94517841,35.35587742,28.85299518,35.79112739,35 : 29 : 36 %,CSR,28.85299518,35.35587742,35.79112739,90,74,91,"@rgb(90,74,91)"
Vitis rotundifolia,2544.833333,32,37.4562103,27.45336434,36.89976065,35.64687501,27 : 37 : 36 %,CSR,36.89976065,27.45336434,35.64687501,70,94,91,"@rgb(70,94,91)"
Vulpia myuros,41.0970571,26.582347993040194,12.0708788,2.606230956,80.0367854,17.35698364,3 : 80 : 17 %,S/SR,80.0367854,2.606230956,17.35698364,7,204,44,"@rgb(7,204,44)"
Vulpia octoflora,14.4238,27.7615,17.79321421,0,64.21552996,35.78447004,0 : 64 : 36 %,S/SR,64.21552996,0,35.78447004,0,164,91,"@rgb(0,164,91)"
